Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2022;9.098,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2021;7.904,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2020;8.005,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2019;8.204,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2018;8.143,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2017;7.184,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2016;7.378,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: salario;2015;7.251,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2022;5.453,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2021;5.616,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2020;5.427,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2019;4.641,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2018;4.619,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2017;4.676,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2016;4.450,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: pensiones;2015;4.363,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;317,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;598,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;836,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;381,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;302,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;344,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;309,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;354,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2022;472,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2021;362,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2020;379,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2019;419,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2018;343,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2017;318,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2016;298,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otras prestaciones;2015;196,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2022;1.509,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2021;1.517,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2020;968,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2019;1.371,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2018;1.303,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2017;1.158,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2016;1.221,0
42001 Abejar;4200101 Abejar distrito 01;4200101001 Abejar sección 01001;Fuente de ingreso: otros ingresos;2015;1.729,0
42003 Adradas;;;Renta bruta media por persona;2022;20.722,0
42003 Adradas;;;Renta bruta media por persona;2021;19.328,0
42003 Adradas;;;Renta bruta media por persona;2020;17.453,0
42003 Adradas;;;Renta bruta media por persona;2019;.
42003 Adradas;;;Renta bruta media por persona;2018;.
42003 Adradas;;;Renta bruta media por persona;2017;.
42003 Adradas;;;Renta bruta media por persona;2016;.
42003 Adradas;;;Renta bruta media por persona;2015;.
42003 Adradas;;;Fuente de ingreso: salario;2022;.
42003 Adradas;;;Fuente de ingreso: salario;2021;.
42003 Adradas;;;Fuente de ingreso: salario;2020;.
42003 Adradas;;;Fuente de ingreso: salario;2019;.
42003 Adradas;;;Fuente de ingreso: salario;2018;.
42003 Adradas;;;Fuente de ingreso: salario;2017;.
42003 Adradas;;;Fuente de ingreso: salario;2016;.
42003 Adradas;;;Fuente de ingreso: salario;2015;.
42003 Adradas;;;Fuente de ingreso: pensiones;2022;.
42003 Adradas;;;Fuente de ingreso: pensiones;2021;.
42003 Adradas;;;Fuente de ingreso: pensiones;2020;.
42003 Adradas;;;Fuente de ingreso: pensiones;2019;.
42003 Adradas;;;Fuente de ingreso: pensiones;2018;.
42003 Adradas;;;Fuente de ingreso: pensiones;2017;.
42003 Adradas;;;Fuente de ingreso: pensiones;2016;.
42003 Adradas;;;Fuente de ingreso: pensiones;2015;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2022;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2021;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2020;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2019;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2018;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2017;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2016;.
42003 Adradas;;;Fuente de ingreso: prestaciones por desempleo;2015;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2022;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2021;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2020;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2019;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2018;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2017;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2016;.
42003 Adradas;;;Fuente de ingreso: otras prestaciones;2015;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2022;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2021;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2020;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2019;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2018;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2017;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2016;.
42003 Adradas;;;Fuente de ingreso: otros ingresos;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2022;20.722,0
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2021;19.328,0
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2020;17.453,0
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Renta bruta media por persona;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: salario;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: pensiones;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otras prestaciones;2015;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2022;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2021;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2020;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2019;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2018;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2017;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2016;.
42003 Adradas;4200301 Adradas distrito 01;;Fuente de ingreso: otros ingresos;2015;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2022;20.722,0
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2021;19.328,0
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2020;17.453,0
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2019;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2018;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2017;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2016;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Renta bruta media por persona;2015;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2022;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2021;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2020;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2019;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2018;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2017;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2016;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: salario;2015;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2022;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2021;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2020;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2019;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2018;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2017;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2016;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: pensiones;2015;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2022;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2021;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2020;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2019;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2018;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2017;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2016;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otras prestaciones;2015;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2022;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2021;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2020;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2019;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2018;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2017;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2016;.
42003 Adradas;4200301 Adradas distrito 01;4200301001 Adradas sección 01001;Fuente de ingreso: otros ingresos;2015;.
42004 Ágreda;;;Renta bruta media por persona;2022;16.972,0
42004 Ágreda;;;Renta bruta media por persona;2021;16.748,0
42004 Ágreda;;;Renta bruta media por persona;2020;16.622,0
42004 Ágreda;;;Renta bruta media por persona;2019;15.441,0
42004 Ágreda;;;Renta bruta media por persona;2018;14.809,0
42004 Ágreda;;;Renta bruta media por persona;2017;13.931,0
42004 Ágreda;;;Renta bruta media por persona;2016;13.278,0
42004 Ágreda;;;Renta bruta media por persona;2015;12.897,0
42004 Ágreda;;;Fuente de ingreso: salario;2022;10.174,0
42004 Ágreda;;;Fuente de ingreso: salario;2021;9.665,0
42004 Ágreda;;;Fuente de ingreso: salario;2020;8.957,0
42004 Ágreda;;;Fuente de ingreso: salario;2019;8.824,0
42004 Ágreda;;;Fuente de ingreso: salario;2018;8.503,0
42004 Ágreda;;;Fuente de ingreso: salario;2017;7.858,0
42004 Ágreda;;;Fuente de ingreso: salario;2016;7.482,0
42004 Ágreda;;;Fuente de ingreso: salario;2015;6.994,0
42004 Ágreda;;;Fuente de ingreso: pensiones;2022;3.966,0
42004 Ágreda;;;Fuente de ingreso: pensiones;2021;3.810,0
42004 Ágreda;;;Fuente de ingreso: pensiones;2020;3.651,0
42004 Ágreda;;;Fuente de ingreso: pensiones;2019;3.608,0
42004 Ágreda;;;Fuente de ingreso: pensiones;2018;3.520,0
