Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: salario;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: pensiones;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;;Fuente de ingreso: otros ingresos;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2022;18.382
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2021;17.695
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2020;16.460
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Renta bruta media por persona;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: salario;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: pensiones;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otras prestaciones;2015;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2022;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2021;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2020;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2019;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2018;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2017;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2016;.
34001 Abarca de Campos;3400101 Abarca de Campos distrito 01;3400101001 Abarca de Campos sección 01001;Fuente de ingreso: otros ingresos;2015;.
34003 Abia de las Torres;;;Renta bruta media por persona;2022;18.052
34003 Abia de las Torres;;;Renta bruta media por persona;2021;18.802
34003 Abia de las Torres;;;Renta bruta media por persona;2020;17.051
34003 Abia de las Torres;;;Renta bruta media por persona;2019;15.621
34003 Abia de las Torres;;;Renta bruta media por persona;2018;14.794
34003 Abia de las Torres;;;Renta bruta media por persona;2017;13.717
34003 Abia de las Torres;;;Renta bruta media por persona;2016;13.480
34003 Abia de las Torres;;;Renta bruta media por persona;2015;13.198
34003 Abia de las Torres;;;Fuente de ingreso: salario;2022;8.750
34003 Abia de las Torres;;;Fuente de ingreso: salario;2021;8.645
34003 Abia de las Torres;;;Fuente de ingreso: salario;2020;8.475
34003 Abia de las Torres;;;Fuente de ingreso: salario;2019;8.550
34003 Abia de las Torres;;;Fuente de ingreso: salario;2018;7.812
34003 Abia de las Torres;;;Fuente de ingreso: salario;2017;7.537
34003 Abia de las Torres;;;Fuente de ingreso: salario;2016;7.087
34003 Abia de las Torres;;;Fuente de ingreso: salario;2015;6.777
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2022;3.759
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2021;3.548
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2020;3.132
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2019;2.727
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2018;2.574
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2017;2.423
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2016;2.790
34003 Abia de las Torres;;;Fuente de ingreso: pensiones;2015;2.552
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2022;219
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2021;304
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2020;382
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2019;229
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2018;172
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2017;145
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2016;147
34003 Abia de las Torres;;;Fuente de ingreso: prestaciones por desempleo;2015;161
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2022;610
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2021;492
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2020;457
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2019;463
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2018;387
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2017;335
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2016;244
34003 Abia de las Torres;;;Fuente de ingreso: otras prestaciones;2015;216
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2022;4.714
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2021;5.813
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2020;4.605
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2019;3.652
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2018;3.849
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2017;3.277
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2016;3.212
34003 Abia de las Torres;;;Fuente de ingreso: otros ingresos;2015;3.492
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2022;18.052
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2021;18.802
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2020;17.051
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2019;15.621
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2018;14.794
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2017;13.717
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2016;13.480
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2015;13.198
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2022;8.750
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2021;8.645
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2020;8.475
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2019;8.550
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2018;7.812
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2017;7.537
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2016;7.087
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: salario;2015;6.777
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2022;3.759
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2021;3.548
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2020;3.132
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2019;2.727
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2018;2.574
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2017;2.423
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2016;2.790
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: pensiones;2015;2.552
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;219
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;304
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;382
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;229
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;172
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;145
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;147
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;161
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2022;610
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2021;492
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2020;457
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2019;463
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2018;387
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2017;335
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2016;244
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otras prestaciones;2015;216
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2022;4.714
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2021;5.813
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2020;4.605
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2019;3.652
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2018;3.849
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2017;3.277
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2016;3.212
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Fuente de ingreso: otros ingresos;2015;3.492
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2022;18.052
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2021;18.802
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2020;17.051
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2019;15.621
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2018;14.794
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2017;13.717
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2016;13.480
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta bruta media por persona;2015;13.198
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2022;8.750
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2021;8.645
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2020;8.475
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2019;8.550
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2018;7.812
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2017;7.537
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2016;7.087
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: salario;2015;6.777
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2022;3.759
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2021;3.548
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2020;3.132
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2019;2.727
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2018;2.574
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2017;2.423
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2016;2.790
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: pensiones;2015;2.552
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;219
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;304
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;382
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;229
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;172
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;145
